rep,n,bin,method,bias,variance,rmse,binlabel,pop
66,5,0,Rag,0.010363460436472594,0.32320451015516705,0.5686052334154034,0-1000,CEU
66,5,0,Supp,0.08457189663778567,0.802080860064066,0.8995739356856547,0-1000,CEU
66,5,0,Cal,-0.0019636467064894007,0.056924628328740026,0.23859690743412398,0-1000,CEU
66,5,0,mCal,-0.06116985171437751,0.07016864135903939,0.27186465772107693,0-1000,CEU
66,5,0,Flex,-0.036126233343893456,0.08116641096921251,0.2871785432528516,0-1000,CEU
66,5,1,Samp,0.14460747139151262,0.07807814668209474,0.3146259167079881,1000-10000,CEU
66,5,1,BS,-0.03419931833826821,0.12842689759199333,0.35999512630978153,1000-10000,CEU
66,5,1,Rag,0.006183098051681122,0.2889713945351532,0.5375961544102319,1000-10000,CEU
66,5,1,Supp,0.09775508235163886,0.8975953815103385,0.9524449787971556,1000-10000,CEU
66,5,1,Cal,0.015759170997905615,0.06753689181621197,0.2603559933759029,1000-10000,CEU
66,5,1,mCal,-0.057985740520932944,0.08258038249002295,0.2931599027728449,1000-10000,CEU
66,5,1,Flex,-0.03802683201927776,0.09595986372477214,0.31209918884578103,1000-10000,CEU
66,5,2,Samp,0.21470166130463564,0.07134916420878748,0.3427039065662339,10000-100000,CEU
66,5,2,BS,-0.015089211120723403,0.12315368132055904,0.35125683710471,10000-100000,CEU
66,5,2,Rag,0.022673971417851265,0.2121619392053375,0.4611681343991528,10000-100000,CEU
66,5,2,Supp,0.145787643336565,0.991177481914443,1.0061965607494752,10000-100000,CEU
66,5,2,Cal,0.06816718100326549,0.05029179929365689,0.23438976910178663,10000-100000,CEU
66,5,2,mCal,-0.025358777043423153,0.06080806606373972,0.24789339167649824,10000-100000,CEU
66,5,2,Flex,-0.013837112246103707,0.07662729921842903,0.27716198313213936,10000-100000,CEU
66,5,3,Samp,0.24942815923583447,0.0625491157114634,0.3532188023467044,100000-1000000,CEU
66,5,3,BS,0.003254627844111079,0.11107835022580947,0.3333000792502353,100000-1000000,CEU
66,5,3,Rag,0.008659420900217478,0.15242235810849616,0.39050908270976653,100000-1000000,CEU
66,5,3,Supp,0.12284891819034804,0.839259594788301,0.9243113390459082,100000-1000000,CEU
66,5,3,Cal,0.09918922488125562,0.03650257763374616,0.21526978414605813,100000-1000000,CEU
66,5,3,mCal,-0.0008526604485563718,0.04503208445027655,0.21220935766388127,100000-1000000,CEU
66,5,3,Flex,0.0063778120365779525,0.06300347247189818,0.2510859393878361,100000-1000000,CEU
66,10,0,Samp,0.037711863906616516,0.02730565442867072,0.16949288807493335,0-1000,CEU
66,10,0,BS,-0.026846577998308092,0.03338286641584106,0.18467161440259383,0-1000,CEU
66,10,0,Rag,-0.03313918600218467,0.12679560459353598,0.3576224409099957,0-1000,CEU
